day,h1,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h2,h20,h21,h22,h23,h24,h3,h4,h5,h6,h7,h8,h9,month,year,"zone_id"
22,1712826,1804461,1767747,1744780,1689839,1659548,1627072,1600054,1602079,1695483,1734157,1699787,1735866,1680377,1593068,1491455,1392972,1695533,1703927,1737506,1790647,1909436,1931950,1863504,1,2019,
23,1333131,1564500,1494321,1432022,1398921,1367690,1337271,1335109,1408800,1557373,1688723,1306677,1734466,1720595,1676777,1591928,1510058,1296385,1313787,1352932,1472602,1663091,1730478,1657036,1,2019,
24,1477516,1733484,1627832,1562285,1533617,1553722,1580389,1587500,1624413,1753631,1846084,1478538,1868534,1857902,1849616,1766095,1685010,1484041,1502424,1557938,1674180,1832804,1873144,1797499,1,2019,
25,1653380,1868177,1803278,1719076,1648103,1570261,1541836,1540549,1604079,1755090,1848610,1658012,1866806,1859935,1836332,1763157,1674932,1689482,1726692,1783244,1856375,1993288,2037898,1972039,1,2019,
26,1600126,1704499,1674113,1610862,1553375,1508147,1490370,1499756,1561997,1649795,1679651,1572696,1652690,1618138,1570273,1501877,1421667,1563302,1554398,1567895,1599423,1662315,1727782,1715332,1,2019,
27,1362466,1618739,1550867,1468247,1428692,1403977,1384921,1400134,1444878,1569409,1634589,1338887,1640921,1624393,1560329,1480299,1403732,1329477,1334742,1350250,1392556,1453354,1548892,1619451,1,2019,
28,1360402,1633202,1575449,1501542,1447136,1387195,1350797,1328924,1385730,1524177,1628743,1356812,1695407,1684407,1627031,1539637,1461610,1369176,1393754,1459176,1555165,1689226,1777638,1690772,1,2019,
29,1427539,1585318,1557909,1524998,1488122,1465288,1424805,1420143,1459741,1562466,1598959,1401262,1610106,1555731,1467264,1354650,1248246,1390248,1393534,1428988,1508973,1626231,1691882,1633609,1,2019,
30,1189118,1440115,1422500,1393224,1357261,1341525,1324693,1317387,1371569,1519914,1621768,1158004,1663767,1658128,1619685,1534993,1462726,1153132,1146951,1184969,1271193,1418846,1524275,1475439,1,2019,
31,1438257,1639082,1592133,1518620,1446870,1407162,1391539,1413248,1466356,1591069,1706407,1444709,1736933,1704071,1631580,1527350,1432690,1461951,1498841,1548902,1644387,1789528,1860383,1736887,1,2019,
1,1366592,1650529,1628233,1609075,1580815,1538909,1499653,1489684,1508916,1562694,1615574,1342592,1588822,1553776,1503255,1438678,1356227,1340517,1357991,1388417,1471869,1562923,1631910,1649647,2,2019,
2,1307933,1560042,1506717,1437642,1359605,1292255,1230069,1211624,1227336,1333994,1441679,1262231,1457484,1456770,1441924,1408006,1351331,1265160,1281741,1312142,1371071,1452070,1536427,1578945,2,2019,
3,1312225,1564324,1451905,1339538,1259256,1218365,1176658,1172608,1218744,1319791,1353585,1290408,1333828,1329779,1277943,1244512,1169181,1281646,1303303,1323141,1355578,1413411,1505778,1587364,2,2019,
4,1102720,1405197,1372828,1341592,1295285,1253624,1244321,1239974,1288288,1370135,1463007,1074597,1461870,1439434,1367241,1258670,1167322,1070818,1091620,1142231,1250649,1433081,1492949,1445184,2,2019,
5,1090330,1368939,1327139,1279661,1231944,1223486,1202038,1198697,1207552,1272361,1359776,1056665,1366091,1329152,1245936,1148903,1047744,1047874,1062122,1115409,1232602,1411746,1448320,1407001,2,2019,
6,991660,1126419,1114458,1105816,1099595,1083213,1082705,1089404,1111951,1181562,1298014,970780,1298411,1260655,1190553,1088422,998759,950657,946371,953211,1009248,1152998,1201687,1141973,2,2019,
7,940697,1280576,1277749,1262116,1237591,1202408,1192561,1189833,1234239,1326891,1452917,924155,1470217,1478795,1437256,1355266,1284171,929361,945909,985386,1077514,1256503,1328369,1286925,2,2019,
8,1248360,1462681,1401645,1335402,1301248,1260179,1216893,1192164,1210392,1290468,1413225,1249898,1460039,1468773,1448228,1400914,1343099,1274809,1294469,1349360,1449435,1627856,1646752,1555532,2,2019,
9,1310123,1458392,1398443,1314244,1241174,1181489,1141520,1136920,1155197,1225177,1322177,1291416,1317084,1297667,1257431,1203720,1146090,1285726,1282739,1294415,1319505,1370111,1431361,1476317,2,2019,
10,1094347,1397521,1363095,1329198,1312997,1284514,1273658,1294955,1337903,1493646,1667397,1072353,1740891,1751054,1733263,1692851,1653351,1071466,1081370,1111599,1148765,1214199,1301216,1378766,2,2019,
11,1636702,1917221,1848192,1782398,1719650,1655178,1610207,1587245,1624563,1759003,1881214,1661655,1894338,1870682,1800180,1698198,1612654,1680752,1718547,1780863,1864632,2004981,2034144,1978118,2,2019,
12,1584308,1833056,1801790,1779465,1742853,1721834,1719028,1726504,1781648,1830452,1872321,1582850,1862866,1792783,1679614,1564834,1448356,1587389,1609514,1660522,1719296,1805823,1840432,1850217,2,2019,
13,1384064,1594951,1562474,1541935,1518967,1498818,1473242,1488050,1537770,1630078,1685629,1352332,1698080,1686600,1644414,1558335,1483400,1335068,1336283,1355086,1407695,1531446,1570751,1593012,2,2019,
14,1457400,1700006,1641098,1566265,1494758,1438265,1382141,1357294,1384198,1482595,1606987,1460425,1650655,1678744,1637440,1552511,1484109,1481991,1510857,1577570,1678691,1822692,1851788,1762871,2,2019,
15,1440170,1502714,1420188,1339640,1287843,1237015,1177264,1175479,1204691,1293408,1412470,1423927,1429676,1403639,1365484,1303553,1237052,1421096,1421049,1452588,1537357,1690030,1712883,1610112,2,2019,
16,1182535,1505639,1451645,1383031,1300809,1244905,1221886,1198330,1223913,1308513,1418210,1166449,1460716,1462966,1450700,1419862,1363338,1171158,1185692,1220058,1289631,1392603,1489758,1536131,2,2019,
17,1323378,1499230,1473316,1426834,1381539,1348377,1329480,1331562,1353966,1399253,1439275,1286038,1432756,1382686,1300658,1205462,1106969,1266481,1267139,1276735,1307822,1360470,1439776,1503544,2,2019,
18,1044988,1238536,1250303,1242548,1220898,1206585,1200071,1189277,1213681,1298085,1438380,1007134,1459663,1432892,1376239,1296330,1215790,990600,976171,994086,1049360,1150864,1214062,1226712,2,2019,
19,1175122,1478268,1440477,1413029,1393147,1397216,1376987,1375920,1413673,1522497,1662246,1172558,1682432,1686652,1623343,1535707,1455178,1186263,1233142,1291946,1413501,1575621,1622668,1547943,2,2019,
20,1425468,1669759,1621318,1579049,1565736,1551419,1558737,1562136,1616495,1713969,1799753,1423524,1822564,1809364,1748750,1667366,1589539,1433179,1464342,1519772,1628627,1812125,1813899,1735497,2,2019,
21,1556607,1828398,1748459,1663667,1598263,1545297,1503987,1497726,1569796,1673246,1736352,1558932,1751315,1775930,1720371,1631020,1536810,1583543,1620846,1692748,1801651,1926610,1959947,1895170,2,2019,
22,1481294,1726994,1773995,1748109,1698132,1657226,1622256,1608296,1634900,1685381,1717034,1455159,1691252,1645227,1583275,1514140,1419651,1456275,1463266,1495282,1542713,1609401,1664723,1706216,2,2019,
23,1370186,1606127,1594266,1556717,1498033,1450848,1415943,1402807,1425551,1484918,1554399,1332634,1551465,1526680,1488856,1442319,1390870,1312515,1316223,1324810,1364539,1421486,1505695,1571517,2,2019,
24,1354209,1554675,1473213,1391239,1321582,1269354,1232940,1245744,1290933,1407515,1513735,1346163,1536213,1517727,1455861,1374904,1283969,1359672,1379099,1414349,1464619,1536461,1614825,1606351,2,2019,
25,1231020,1519294,1464770,1417310,1367195,1325624,1269637,1262723,1283542,1360329,1509745,1212350,1563415,1581994,1513683,1418726,1336646,1221483,1241921,1296597,1410790,1559832,1626872,1572817,2,2019,
26,1294829,1510707,1483618,1466115,1437838,1422276,1400610,1391745,1401168,1450512,1529349,1280702,1555997,1502938,1422328,1337724,1252313,1265533,1249905,1289773,1389858,1563593,1598983,1537619,2,2019,
27,1210526,1539379,1519283,1513380,1487507,1472699,1461927,1469648,1529646,1639516,1791177,1208356,1836753,1841329,1794352,1722162,1654565,1207547,1230173,1285685,1393705,1576125,1627114,1572422,2,2019,
28,1624392,1754709,1694340,1682801,1628973,1591778,1562904,1539391,1598311,1662076,1779271,1634390,1824928,1816055,1789538,1730196,1670162,1624469,1652150,1706861,1815222,1941767,1950393,1834029,2,2019,
29,1637351,1719385,1638158,1603376,1538822,1487385,1455277,1451143,1495121,1558165,1617896,1625222,1611103,1569798,1503535,1416911,1328878,1639103,1654453,1697509,1783500,1889642,1907936,1800790,2,2019,
1,1262821,1458386,1431755,1404841,1361563,1319902,1277987,1237500,1252534,1306795,1437199,1241442,1469462,1458208,1426030,1376018,1326357,1210114,1207987,1218139,1266684,1334936,1401017,1457788,3,2019,
2,1288981,1510472,1419101,1338960,1279265,1210760,1158989,1139811,1144062,1219397,1349422,1289362,1416670,1424257,1381859,1315997,1246542,1296545,1322712,1344144,1400575,1478171,1547156,1553418,3,2019,
3,1212951,1309182,1292447,1237404,1193706,1167291,1139672,1131243,1132841,1179833,1292781,1205600,1324748,1302386,1212972,1108788,1008041,1222770,1244772,1270612,1368159,1517313,1523736,1402823,3,2019,
4,956364,1191246,1179390,1168362,1156377,1136848,1143052,1141506,1185744,1237030,1310189,933752,1313303,1274609,1191577,1084279,983442,921670,933474,979185,1068258,1214249,1257623,1206334,3,2019,
5,921764,1213410,1200455,1190899,1173870,1149676,1136465,1131132,1153300,1227600,1338322,902854,1391623,1399226,1366296,1279878,1213603,893547,913379,949533,1052603,1226605,1276844,1237898,3,2019,
6,1183432,1372412,1320005,1260465,1196869,1166479,1148990,1135786,1150131,1205954,1333200,1196509,1391745,1391121,1346205,1263864,1190591,1209161,1234540,1298529,1407305,1594180,1566470,1438256,3,2019,
7,1160489,1404151,1376182,1360965,1357678,1359975,1360094,1358320,1393811,1440659,1461243,1157780,1421469,1393476,1319127,1247857,1150351,1167532,1180699,1224316,1322842,1486467,1490361,1455499,3,2019,
8,1088234,1322808,1329709,1298881,1250000,1204719,1178399,1195348,1206521,1270288,1402592,1056002,1446471,1471237,1454004,1420295,1373525,1029202,1003313,1021302,1052163,1109868,1195575,1285892,3,2019,
9,1346430,1619993,1570746,1509395,1459107,1396514,1321253,1260237,1236054,1240828,1296194,1342945,1423482,1522295,1493197,1424504,1337553,1341349,1357053,1379369,1417459,1473026,1561031,1622881,3,2019,
10,1300324,1555456,1488387,1443593,1378839,1334159,1271404,1248563,1244437,1279007,1326766,1300266,1435878,1476349,1412605,1312838,1204836,1315085,1342133,1389654,1486709,1620423,1664248,1636384,3,2019,
11,1134616,1420463,1342507,1283740,1236398,1205805,1169613,1155919,1172420,1203270,1258924,1113534,1351119,1404835,1347882,1278297,1188381,1108667,1142172,1189338,1301428,1488963,1553274,1507921,3,2019,
12,1143167,1307671,1261440,1213015,1178883,1148159,1111687,1094122,1100969,1122719,1161092,1125921,1289822,1362611,1345315,1276162,1200438,1136045,1141916,1151212,1228718,1390960,1428091,1375911,3,2019,
13,1168222,1454842,1368453,1302670,1248103,1209101,1173986,1139082,1142759,1166090,1206076,1157185,1302774,1338854,1276458,1175430,1074210,1177006,1221894,1272324,1378884,1515514,1587437,1542352,3,2019,
14,1015114,1250694,1203525,1162402,1127204,1101144,1079362,1071521,1086294,1107709,1145768,981249,1205983,1206867,1163127,1089063,1010017,969097,983007,1028681,1116865,1269758,1345313,1305241,3,2019,
15,943684,1190165,1165200,1125390,1075672,1040423,1025052,1015962,1033454,1053396,1074123,898134,1144723,1143230,1123136,1068251,1001792,878445,880725,895622,940162,1007943,1097017,1170012,3,2019,
16,947621,1266831,1250372,1221996,1208656,1195939,1181124,1170286,1169130,1200525,1250858,923375,1358635,1392344,1370758,1281176,1201617,916157,920689,932887,965351,1036457,1128378,1220244,3,2019,
17,1156806,1485478,1435064,1367743,1314410,1278128,1237412,1204055,1199823,1235971,1290602,1149140,1389521,1400070,1366996,1268395,1187747,1167881,1195202,1262453,1360042,1498678,1579626,1526981,3,2019,
18,1146605,1403569,1376854,1350585,1320084,1295761,1274194,1287764,1305945,1353483,1399451,1132950,1452074,1438693,1364208,1264715,1165224,1125953,1139929,1157325,1273883,1431665,1488663,1446986,3,2019,
19,1094442,1259822,1239123,1222578,1199879,1187213,1177634,1172689,1182515,1221823,1246108,1050467,1295663,1281722,1197923,1090969,985754,1032064,1035154,1060223,1140705,1277375,1319904,1291996,3,2019,
20,927876,1330774,1312191,1307146,1274054,1247799,1160319,1138093,1139702,1157115,1225488,918273,1352483,1407088,1375855,1298330,1208019,925318,950489,995295,1099841,1249847,1327143,1328388,3,2019,
21,1156827,1390290,1337292,1282301,1219369,1149350,1104661,1082305,1078052,1094169,1110767,1141116,1181198,1245302,1242145,1191004,1127968,1147065,1166130,1207662,1279383,1396119,1440638,1418400,3,2019,
22,1079695,1316416,1309262,1271687,1208679,1148876,1131834,1118463,1129078,1165662,1191616,1048026,1270277,1294938,1279645,1230782,1168544,1042504,1044982,1058169,1090776,1154054,1237311,1300034,3,2019,
23,1119524,1423784,1341588,1265611,1204184,1144584,1080669,1035683,1022497,1035114,1089355,1102234,1202263,1265009,1254712,1194750,1129105,1106716,1131339,1160917,1227320,1309029,1394489,1444842,3,2019,
24,1101691,1448816,1382334,1341800,1311882,1266988,1246735,1226668,1235005,1271400,1327222,1101335,1426857,1472716,1415746,1342780,1268601,1118125,1143411,1187747,1275562,1390139,1480333,1480569,3,2019,
25,1233156,1441635,1397245,1337669,1279466,1239154,1202058,1178763,1182515,1207368,1264174,1239343,1372803,1413058,1362754,1276565,1181528,1251442,1286314,1339316,1421989,1531282,1579061,1509754,3,2019,
26,1120009,1273750,1223626,1177228,1137901,1117880,1089169,1076482,1081420,1118454,1134917,1092930,1207889,1255530,1184206,1088125,973604,1088227,1090549,1121473,1201219,1309996,1360151,1328010,3,2019,
27,924686,1245830,1226938,1210520,1185677,1168789,1145041,1149818,1159597,1180277,1220410,906611,1276114,1299261,1235423,1140809,1053497,895025,919211,954174,1046234,1161892,1243591,1253102,3,2019,
28,989040,1182634,1152535,1124360,1101331,1098667,1070028,1075879,1083320,1100605,1102302,961608,1149723,1197342,1179092,1113390,1039217,942539,942441,972454,1049365,1144529,1203368,1200364,3,2019,
29,993936,1349871,1324766,1266941,1215095,1165165,1122446,1114920,1114218,1122848,1151503,973780,1229353,1287368,1274523,1228310,1161812,973897,989514,1027888,1080603,1166626,1263649,1333426,3,2019,
30,1119756,1424538,1406596,1367562,1335142,1301089,1263677,1236857,1257281,1288485,1337920,1090533,1395657,1410392,1367474,1253705,1163536,1088422,1092161,1114681,1162984,1226621,1315551,1395485,3,2019,
31,1102830,1394026,1361720,1330577,1292225,1265672,1251774,1241995,1260327,1299017,1350622,1078919,1405567,1405313,1310051,1190140,1084391,1075301,1081203,1132384,1238475,1384099,1439636,1401553,3,2019,
1,1017142,1200671,1178533,1178946,1155303,1145049,1116835,1111332,1111121,1122516,1152918,983938,1207730,1264931,1188929,1071009,963805,962439,957494,991171,1064977,1174104,1207477,1177996,4,2019,
2,879980,1241816,1215535,1192921,1163821,1143177,1114544,1099917,1104284,1142830,1176691,860975,1259171,1348737,1302761,1224506,1142117,848589,868326,906115,1011726,1191869,1262559,1240788,4,2019,
3,1097122,1338298,1345082,1311158,1287831,1286781,1290779,1314875,1351246,1419925,1432253,1094925,1470297,1443382,1431223,1342148,1239018,1113765,1138484,1169148,1262615,1387800,1383759,1344458,4,2019,
4,1187150,1370687,1337009,1277756,1218818,1185203,1146578,1115415,1112249,1127458,1133184,1157057,1173128,1210151,1173877,1104490,1005323,1142029,1138849,1160716,1222500,1357096,1403123,1396661,4,2019,
5,937687,1125529,1117719,1086672,1047537,1019248,993216,985463,997005,1020455,1049992,896621,1071818,1102763,1080028,1017255,939577,874602,861788,873157,904999,952461,1023119,1089673,4,2019,
6,876897,1255633,1275572,1260653,1258763,1256051,1230805,1228251,1241245,1266132,1285354,852854,1316042,1335385,1287085,1180258,1079100,841733,850789,864219,898171,963179,1063786,1179979,4,2019,
7,1022600,1378256,1360163,1342090,1318673,1299205,1273353,1274635,1302263,1347065,1341044,1003349,1362997,1381695,1353178,1278520,1187868,998310,1020124,1064870,1183075,1337813,1411126,1359727,4,2019,
8,1125597,1346500,1344100,1317629,1299322,1250525,1217418,1197238,1201352,1232396,1266864,1105282,1311575,1349618,1300773,1200622,1099971,1100087,1107401,1140716,1230388,1344147,1365642,1362694,4,2019,
9,1052313,1183886,1170485,1144735,1125075,1104439,1092339,1101598,1106612,1150040,1184198,1031417,1244693,1270087,1223125,1121862,1015333,1024359,1039219,1081244,1161869,1302874,1329637,1222565,4,2019,
10,950981,1160040,1130432,1108681,1105048,1109570,1105378,1099634,1142923,1134676,1149431,918089,1174843,1239848,1175469,1082084,966904,908462,917025,955980,1047135,1188751,1240846,1193027,4,2019,
11,901747,1094642,1093903,1082811,1082067,1083752,1094524,1105761,1131942,1148453,1144078,867397,1159488,1177247,1129958,1068663,955034,854024,849306,872008,951430,1063630,1126373,1109335,4,2019,
12,873392,1044716,1053922,1040742,1047610,1033056,1019828,1022041,1039190,1045883,1038712,827132,1026288,1077787,1046686,980663,889270,795886,789965,791750,827577,865213,933368,996439,4,2019,
13,823076,1093677,1099273,1082283,1094417,1072875,1053516,1065675,1078227,1111123,1133096,782987,1165325,1219543,1173080,1082789,1007060,766738,755575,755650,783776,834008,930368,1053909,4,2019,
14,954721,1282198,1248384,1220280,1188224,1152923,1126858,1109158,1132427,1157569,1193214,934171,1246542,1321399,1280986,1204115,1119389,943561,967630,1020744,1106493,1236556,1313404,1322948,4,2019,
15,1057306,1210384,1152669,1136889,1111387,1114464,1093884,1069930,1084897,1098099,1132636,1047864,1167132,1267509,1229895,1170026,1078973,1056963,1081800,1130285,1239954,1391310,1376244,1274889,4,2019,
16,1048958,1243123,1177848,1147535,1116591,1102997,1081395,1067896,1077015,1092263,1126586,1060181,1145752,1238937,1193613,1116465,1012084,1079273,1115889,1181298,1270666,1397644,1416427,1298291,4,2019,
17,956311,1173052,1124922,1095125,1079873,1080243,1088158,1090701,1108905,1120265,1135898,950224,1140848,1210532,1149971,1055676,937259,960484,986818,1038771,1139725,1325196,1351733,1235598,4,2019,
